cell_type,beta,se,t_stat,p_value,p_bonferroni,p_fdr,source,supercluster
Siletti_DLCT6b_84,-3.623038549072765,4.099897809962723,-0.8836899642397931,0.8115619012445205,1.0,0.9999999984905519,Siletti,Deep-layer corticothalamic and 6b
Siletti_Oligo_49,-0.8415544354568505,0.9417451428221252,-0.8936116547784537,0.8142287693859551,1.0,0.9999999984905519,Siletti,Oligodendrocyte
Siletti_Splat_339,-2.0060482397163137,2.1754189857887205,-0.9221433906852663,0.8217665103182727,1.0,0.9999999984905519,Siletti,Splatter
Siletti_Astro_59,-2.4238363312468456,2.578762207239502,-0.9399223877417917,0.826364582047053,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_LRL_321,-3.3368504533228145,3.4352771377017217,-0.9713482550508991,0.8343055905388052,1.0,0.9999999984905519,Siletti,Lower rhombic lip
Siletti_Splat_396,-1.3007920184711432,1.333479438217111,-0.9754871212789967,0.8353336599798187,1.0,0.9999999984905519,Siletti,Splatter
Siletti_Splat_432,-0.9793820920045325,0.999702887227058,-0.9796731654152859,0.8363692346532401,1.0,0.9999999984905519,Siletti,Splatter
Siletti_CBI_298,-2.6281653339121225,2.636235083491339,-0.9969389112413567,0.8405957660372494,1.0,0.9999999984905519,Siletti,Cerebellar inhibitory
Siletti_Vsmc_19,-1.2209134484471247,1.1828278596033819,-1.0321987587073858,0.8490030901538668,1.0,0.9999999984905519,Siletti,Vascular
Siletti_CA13_182,-1.3819286316413786,1.3299927730621048,-1.0390497299167267,0.8506017467886079,1.0,0.9999999984905519,Siletti,Hippocampal CA1-3
Siletti_Splat_376,-4.257292434697446,3.879526326908805,-1.0973742864350255,0.8637532606795877,1.0,0.9999999984905519,Siletti,Splatter
Siletti_DG_205,-4.505140971140838,4.083420081605191,-1.1032763911397203,0.8650385500345233,1.0,0.9999999984905519,Siletti,Hippocampal dentate gyrus
Siletti_Splat_397,-2.086232114575121,1.8777149742903234,-1.1110483450043347,0.8667183092879998,1.0,0.9999999984905519,Siletti,Splatter
Siletti_MSN_215,-3.993658245049101,3.4025328113024904,-1.1737310017358298,0.8797403173087952,1.0,0.9999999984905519,Siletti,Medium spiny neuron
Astro_3,-1.2033204687835166,1.0224850381978106,-1.1768587547299851,0.8803657509495998,1.0,0.9999999984905519,SEA-AD,
Siletti_Splat_412,-1.3876881602926963,1.1786844415595255,-1.1773194854906515,0.8804576856423938,1.0,0.9999999984905519,Siletti,Splatter
Siletti_OPC_33,-3.4617249882206824,2.9308362342254113,-1.1811390031949633,0.8812179171089922,1.0,0.9999999984905519,Siletti,Oligodendrocyte precursor
Siletti_CA13_186,-1.5316453236584198,1.2890209805109085,-1.188223734769116,0.8826189953138929,1.0,0.9999999984905519,Siletti,Hippocampal CA1-3
Siletti_Astro_57,-4.250949986610687,3.556947399582554,-1.1951118498714886,0.8839699299512574,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_MSN_211,-1.7048218208035524,1.3963742541201398,-1.2208917600516536,0.8889279624908254,1.0,0.9999999984905519,Siletti,Medium spiny neuron
Siletti_Astro_55,-2.8062591446979472,2.2896233189917643,-1.225642279854873,0.8898247815806137,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Astro_60,-3.9667555607333123,3.231194792507679,-1.227643585565071,0.8902010355385329,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Epen_73,-2.493493733310512,1.9502681298528204,-1.2785389327459742,0.8994614687992242,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_CA13_189,-2.704012382123326,2.044013875485159,-1.3228933592642624,0.9070556087420378,1.0,0.9999999984905519,Siletti,Hippocampal CA1-3
Siletti_DLIT_152,-1.3734275987221631,1.0300184142944928,-1.333401014643886,0.9087908745129362,1.0,0.9999999984905519,Siletti,Deep-layer intratelencephalic
Siletti_Epen_74,-2.497883708553267,1.8646302899512905,-1.339613392539343,0.9098054397967003,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_DLCT6b_111,-1.4225160164550144,1.050427067832333,-1.354226352325941,0.9121588398376888,1.0,0.9999999984905519,Siletti,Deep-layer corticothalamic and 6b
Siletti_Splat_368,-1.9021626485618015,1.4006736415351762,-1.3580341573908536,0.9127644923018526,1.0,0.9999999984905519,Siletti,Splatter
Siletti_LRL_319,-3.5458753904834714,2.48801018593076,-1.4251852386034207,0.9229389149161089,1.0,0.9999999984905519,Siletti,Lower rhombic lip
Siletti_Splat_362,-2.959405793255382,2.0740969963697276,-1.4268405954182481,0.9231778192538714,1.0,0.9999999984905519,Siletti,Splatter
Siletti_Astro_53,-3.626809973807568,2.465807818937789,-1.4708404872241467,0.9293235404281516,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Amex_175,-4.121477835346302,2.7320284367688146,-1.50857794153153,0.9342872953970033,1.0,0.9999999984905519,Siletti,Amygdala excitatory
Siletti_Epen_67,-2.2035351871013975,1.4525318544880035,-1.517030542423534,0.9353611408859699,1.0,0.9999999984905519,Siletti,Ependymal
Endo_1,-1.646686380545618,1.0690875811075078,-1.5402726676889784,0.9382436666298664,1.0,0.9999999984905519,SEA-AD,
Siletti_Thex_459,-2.7724636943594474,1.7507644941459028,-1.58357317824861,0.9433451828840634,1.0,0.9999999984905519,Siletti,Thalamic excitatory
Siletti_VendA_18,-1.8181240516734527,1.1469316124641573,-1.585207027093144,0.9435309722447793,1.0,0.9999999984905519,Siletti,Vascular
Siletti_COP_75,-3.404581240016493,2.144556320396325,-1.5875457350485012,0.9437960770252214,1.0,0.9999999984905519,Siletti,Committed oligodendrocyte precursor
L6 IT Car3_2,-1.7464364474786427,1.0969113091744787,-1.5921400690024687,0.944314010392377,1.0,0.9999999984905519,SEA-AD,
Siletti_CA4_197,-2.1889039138373287,1.3695510829564952,-1.5982637968582154,0.944998491683584,1.0,0.9999999984905519,Siletti,Hippocampal CA4
Siletti_Astro_54,-5.713552224538146,3.5469421878242566,-1.6108388358150596,0.9463832149239495,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Splat_398,-2.3704840205512414,1.4631508478938828,-1.6201227808898924,0.9473876984067502,1.0,0.9999999984905519,Siletti,Splatter
Siletti_Splat_414,-3.20159259603684,1.8635109035978188,-1.7180433931755543,0.9570964709484915,1.0,0.9999999984905519,Siletti,Splatter
Micro-PVM_2_3-SEAAD,-1.7166593749575199,0.9873779538560646,-1.7386041163399992,0.9589386634815343,1.0,0.9999999984905519,SEA-AD,
Siletti_Oligo_50,-2.2076472483197875,1.2579358924961117,-1.7549759582256386,0.9603592108644254,1.0,0.9999999984905519,Siletti,Oligodendrocyte
Micro-PVM_2_1-SEAAD,-0.963285414194932,0.5473573702814714,-1.7598838829914267,0.9607771873124262,1.0,0.9999999984905519,SEA-AD,
Siletti_Astro_63,-3.3659347081051783,1.887147648889799,-1.7836096238073071,0.9627474504282169,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Epen_71,-3.573001312699605,1.9820304735387202,-1.8026974662606288,0.9642732063721556,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_Epen_66,-2.5648495362443,1.4188326923640295,-1.8077180981577192,0.96466590141147,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_VendV_17,-1.7480543156509663,0.9642515688770311,-1.8128612615966526,0.9650645022260776,1.0,0.9999999984905519,Siletti,Vascular
Siletti_Epen_72,-4.046993767737625,2.21095727661388,-1.8304260378724584,0.9663980515363931,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_Bcell_0,-0.930917849585975,0.48339369064139653,-1.9257964421314144,0.9729267054854259,1.0,0.9999999984905519,Siletti,Miscellaneous
Siletti_VendAC_14,-2.9720887294657325,1.5410217308945777,-1.9286481623723806,0.9731043397452781,1.0,0.9999999984905519,Siletti,Vascular
Siletti_Astro_62,-5.829907939323794,2.9436585917048212,-1.9804973157391192,0.9761680503843364,1.0,0.9999999984905519,Siletti,Astrocyte
Micro-PVM_2,-1.8374154980637152,0.8936682347957718,-2.0560376060402503,0.9801028754231178,1.0,0.9999999984905519,SEA-AD,
Siletti_MSN_213,-7.816989692887484,3.764139806254039,-2.0767001480390603,0.9810778252958757,1.0,0.9999999984905519,Siletti,Medium spiny neuron
Micro-PVM_1,-2.1730790032554888,1.0425515630510995,-2.084385156831785,0.9814299207002117,1.0,0.9999999984905519,SEA-AD,
Endo_2,-2.43068486684851,1.1616070604300097,-2.0925190192531256,0.9817964885720761,1.0,0.9999999984905519,SEA-AD,
Micro-PVM_1_1-SEAAD,-1.4666119838103429,0.698696099952637,-2.099069944586439,0.9820872179304078,1.0,0.9999999984905519,SEA-AD,
Siletti_LRL_318,-6.91248162091173,3.271551735154246,-2.1129061009899703,0.9826882701502884,1.0,0.9999999984905519,Siletti,Lower rhombic lip
Siletti_Epen_65,-5.337719549704897,2.361478633096492,-2.260329386383566,0.988093243760708,1.0,0.9999999984905519,Siletti,Ependymal
Siletti_LRL_320,-7.168081847252,3.153926990848268,-2.2727481860079775,0.9884730570390818,1.0,0.9999999984905519,Siletti,Lower rhombic lip
Siletti_CA4_192,-4.378865729906117,1.885208628419455,-2.3227486146068226,0.9898977502832265,1.0,0.9999999984905519,Siletti,Hippocampal CA4
Siletti_Mgl_9,-2.894909413292794,1.2158574690864568,-2.3809611627158116,0.9913607159621903,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Chrp_82,-2.8815657633959826,1.187949625124885,-2.4256632625251715,0.9923545678911777,1.0,0.9999999984905519,Siletti,Choroid plexus
Siletti_VendC_15,-3.867729125460321,1.5668235518570741,-2.4685160756462357,0.9932113508918151,1.0,0.9999999984905519,Siletti,Vascular
Endo_3,-2.9217158648773296,1.1566179423210698,-2.5260855447340793,0.9942283919075137,1.0,0.9999999984905519,SEA-AD,
Siletti_Astro_61,-6.257376522640283,2.4758248394343583,-2.527390638858717,0.9942497897403271,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Splat_336,-6.421778682423397,2.539228030026808,-2.5290279590823506,0.9942765350293846,1.0,0.9999999984905519,Siletti,Splatter
Siletti_LRL_317,-5.740027395777841,2.1482837144734264,-2.671913098398551,0.9962253673138346,1.0,0.9999999984905519,Siletti,Lower rhombic lip
Siletti_Fbl_29,-2.2783977698963667,0.8128772606921791,-2.802880434810381,0.9974646875759458,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Chrp_79,-5.5604780521429555,1.920410938057946,-2.8954626022730845,0.998104569060634,1.0,0.9999999984905519,Siletti,Choroid plexus
Micro-PVM_3-SEAAD,-3.286147733322463,1.1347362995018,-2.895957179447973,0.998107552197855,1.0,0.9999999984905519,SEA-AD,
Siletti_Mgl_4,-2.972115527366413,1.0146707576171283,-2.9291427835628023,0.998298233309289,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Fbl_24,-3.378019495913803,1.1516048390546365,-2.933314780690616,0.9983209248133894,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_OPC_32,-7.315208747813984,2.41669493834203,-3.0269475190081594,0.9987629515418306,1.0,0.9999999984905519,Siletti,Oligodendrocyte precursor
Siletti_VendVC_16,-4.888095137037688,1.5996903618252485,-3.0556508019841826,0.9988753825480966,1.0,0.9999999984905519,Siletti,Vascular
Siletti_Chrp_76,-5.549031276254052,1.8102753283582176,-3.0652968580677737,0.9989110114069273,1.0,0.9999999984905519,Siletti,Choroid plexus
Siletti_Mono_3,-1.459943150284875,0.4630771552080961,-3.152699574715169,0.9991897416666647,1.0,0.9999999984905519,Siletti,Miscellaneous
Siletti_VendPLVAP_13,-3.6206872555837966,1.1225134510942312,-3.2255179232412177,0.9993700767405619,1.0,0.9999999984905519,Siletti,Vascular
Siletti_Chrp_80,-6.4292594442904045,1.9678223978454645,-3.2671949721324913,0.9994558202531647,1.0,0.9999999984905519,Siletti,Choroid plexus
Siletti_Tcell_1,-1.634604987172752,0.4775680180896634,-3.422768956998822,0.9996893301141536,1.0,0.9999999984905519,Siletti,Miscellaneous
Siletti_Chrp_81,-6.936461180239938,2.022255674638578,-3.4300614245919414,0.9996975553063102,1.0,0.9999999984905519,Siletti,Choroid plexus
VLMC_1,-4.806594775244123,1.354352380407666,-3.5489986541001364,0.9998061247709068,1.0,0.9999999984905519,SEA-AD,
Siletti_Astro_64,-3.91484301478427,1.073078940989868,-3.648233941831903,0.9998675773962952,1.0,0.9999999984905519,Siletti,Astrocyte
Siletti_Mgl_6,-4.561578655014683,1.2348036523927324,-3.6941732770027973,0.9998893497961726,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Mgl_8,-6.181957698392279,1.63863786504365,-3.7726198266678064,0.9999189526098554,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Mgl_10,-6.219632784322442,1.6399715871118183,-3.792524720062951,0.9999251782082248,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Nkcell_2,-1.4820999093678304,0.3868899575267939,-3.8308048077603263,0.9999359062304982,1.0,0.9999999984905519,Siletti,Miscellaneous
Siletti_Fbl_31,-4.346348819485527,1.1294571477394326,-3.8481750531081116,0.9999402802162365,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Chrp_78,-8.050199018329744,2.068722705021366,-3.8913862156535868,0.9999499718575361,1.0,0.9999999984905519,Siletti,Choroid plexus
Siletti_Chrp_77,-8.315614463380948,1.9641721216393222,-4.233648554405015,0.999988442623751,1.0,0.9999999984905519,Siletti,Choroid plexus
Siletti_Mgl_7,-6.816374378946507,1.5920708475447183,-4.281451663698683,0.999990664792314,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Mgl_12,-5.02404688545312,1.1418440352697834,-4.399941437068582,0.9999945527848214,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Fbl_28,-8.141899083429502,1.779165987091721,-4.576244792504435,0.9999976161363427,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Fbl_25,-8.74968255125665,1.7728853283714565,-4.935278334833965,0.9999995959985066,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Mgl_5,-6.492614551494812,1.3099282968942234,-4.956465607230935,0.999999637582212,1.0,0.9999999984905519,Siletti,Microglia
Siletti_Fbl_30,-9.205921534480478,1.6803729960708997,-5.478498854722165,0.9999999782454381,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Fbl_26,-10.991224282516697,1.9578074965268126,-5.614047500592033,0.9999999899619251,1.0,0.9999999984905519,Siletti,Fibroblast
Siletti_Fbl_27,-13.015517692170382,2.19347284384229,-5.933749181672656,0.9999999984905519,1.0,0.9999999984905519,Siletti,Fibroblast
