gene,spearman_rho,pval,pval_fdr,abs_rho
SYTL3,0.7941176470588236,0.00023919092762563114,0.04212230232528981,0.7941176470588236
QSER1,0.7941176470588236,0.00023919092762563114,0.04212230232528981,0.7941176470588236
NIPAL2,-0.7941176470588236,0.00023919092762563114,0.04212230232528981,0.7941176470588236
C1GALT1,-0.7941176470588236,0.00023919092762563114,0.04212230232528981,0.7941176470588236
GRK1,-0.7938703792358881,0.00024103861522839414,0.042218239185111646,0.7938703792358881
LINC02143,-0.7927294447919914,0.0002497180168116738,0.04286793311725221,0.7927294447919914
MAP1LC3B2,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
WDR60,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
AC010615.2,-0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
MRPS6,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
FAM86B1,-0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
LINC01357,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
AL353151.2,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
SMIM20,-0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
ACHE,-0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
AK3,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
TEX48,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
TAF1B,0.7911764705882354,0.0002619464480824596,0.04286793311725221,0.7911764705882354
SLC22A18,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
PHYHIPL,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
ANXA5,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
AL009179.2,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
CYP3A43,0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
ENOX1,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
PRKCQ,0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
ARHGAP21,0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
CLCN6,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
ALDH1L2,-0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
CLCA4-AS1,0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
TNNI3K,0.788235294117647,0.0002864656823918494,0.044201654793062366,0.788235294117647
AC007681.1,0.7852941176470588,0.00031285391788601164,0.045256274559198374,0.7852941176470588
SMG1,-0.7852941176470588,0.00031285391788601164,0.045256274559198374,0.7852941176470588
