gene,log2FC,pct_vulnerable,pct_not_depleted,mean_vulnerable,mean_not_depleted,p_wilcoxon,fdr_wilcoxon,donor_delta,p_donor_paired,fdr_donor,neg_log10_p,always_label
LINC00511,-0.32757843,0.3292539421040245,0.5008595284872298,0.26537997,0.45224145,0.0,0.0,-0.15608643,0.00090046733,0.02321568402377042,inf,False
HECW1,0.2827515,0.6170863732642975,0.4519891944990177,0.58779377,0.40216208,0.0,0.0,0.16301799,0.009598723,0.061623038446829016,inf,False
LINC01482,0.6736176,0.46246175570722525,0.16171414538310414,0.4972875,0.15032645,0.0,0.0,0.38313678,0.001999007,0.03084287152380801,inf,False
FAM20A,0.35799128,0.3622028712638268,0.13703339882121807,0.28310496,0.096755736,0.0,0.0,0.17697649,0.0011811255,0.025379368753144234,inf,False
VWC2,1.1543257,0.7592374676394446,0.24877210216110018,1.1460481,0.33365828,0.0,0.0,0.66136837,0.004430932,0.04471929896344494,inf,False
ZPBP,0.1767029,0.20593080724876442,0.06446463654223969,0.133781,0.042094454,0.0,0.0,0.04743429,0.116743386,0.24389261769106815,inf,False
POU6F2,-0.2288245,0.04636385031772182,0.14145383104125736,0.027247978,0.119632795,0.0,0.0,-0.08067111,0.00027815893,0.016223909903545768,inf,False
COBL,-0.19613682,0.11602730054130383,0.22077603143418467,0.07781268,0.16830222,0.0,0.0,-0.07327427,0.007405032,0.05507399432781015,inf,False
VSTM2A-OT1,0.18455547,0.4535184749352789,0.31728880157170924,0.32880196,0.219775,0.0,0.0,0.06875765,0.09188868,0.21028550613400243,inf,False
PITPNC1,0.5349222,0.978818545540127,0.9335707269155207,1.8823298,1.4730942,0.0,0.0,0.47455502,0.0007249471,0.021438695946518257,inf,False
CACNG4,-0.28185567,0.36714521063779715,0.5505893909626719,0.29805017,0.47413874,0.0,0.0,-0.084507495,0.17442112,0.3152697862828135,inf,False
FREM2,0.2921694,0.17368792657095788,0.016453831041257368,0.14167267,0.012426239,0.0,0.0,0.0878961,0.06318888,0.16838492746781036,inf,False
SNED1,0.42011276,0.536832195810779,0.34479371316306484,0.5219086,0.28787416,0.0,0.0,0.15197043,0.07444474,0.18560465047647665,inf,False
HDAC4,0.29102325,0.8613791480348317,0.7786100196463654,1.0248731,0.81616205,0.0,0.0,0.20528087,0.0066275075,0.05269495557051233,inf,False
VSTM2A,0.17277831,0.645328312544128,0.4979125736738703,0.54903156,0.418135,0.0,0.0,0.09472571,0.0064072027,0.051990918335484845,inf,False
AL513164.1,-0.3233926,0.02494704636385032,0.2587180746561886,0.016412653,0.1790362,0.0,0.0,-0.14908662,0.004442956,0.044736058477936984,inf,False
AMPH,-0.35376662,0.7924217462932455,0.8552308447937131,0.7907412,1.0167494,0.0,0.0,-0.18668677,0.0010583168,0.02434873006430017,inf,False
AOAH,-0.15331423,0.04024476347375853,0.14526031434184675,0.026281329,0.09968108,0.0,0.0,-0.07503006,0.0046770237,0.045385933411845394,inf,False
RAPGEF5,-0.53062177,0.8185455401270887,0.9377455795677799,1.04496,1.4858177,0.0,0.0,-0.25044283,0.069896296,0.17886718640101001,inf,False
NPY,0.21494026,0.19581077900682514,0.0825147347740668,0.18448433,0.08021383,0.0,0.0,0.07410544,0.17399165,0.3147442561742545,inf,True
CNTN4,0.7886857,0.9642268769122146,0.862843811394892,2.331316,1.6181358,0.0,0.0,0.80313146,0.00091234094,0.023309900953962997,inf,False
NUAK1,-0.22194573,0.29842315839020944,0.4406925343811395,0.20155297,0.32742068,0.0,0.0,-0.0796459,0.019087708,0.08562464657508337,inf,False
SKAP2,-0.21695122,0.31230877853612615,0.4593565815324165,0.2301926,0.3568156,0.0,0.0,-0.1156495,0.00018869071,0.015497070677736972,inf,False
CREB5,0.31594834,0.350670746057896,0.17018664047151277,0.30630398,0.13960509,0.0,0.0,0.1282914,0.017425327,0.08191998035543152,inf,False
ELMO1,-0.8619179,0.2720640150623676,0.5854616895874263,0.21239963,0.6620653,0.0,0.0,-0.46532536,0.00066662225,0.020779439936513485,inf,False
AC005162.3,0.16017488,0.1343845610731937,0.030329076620825148,0.095377445,0.019911945,0.0,0.0,0.054861993,0.07958385,0.19278224543478406,inf,False
WIPF3,0.33583233,0.4208048952694752,0.19142927308447938,0.31423792,0.12749176,0.0,0.0,0.14091328,0.0064518726,0.05202785619371058,inf,False
CRHR2,-0.19173396,0.057895975523652624,0.19891944990176819,0.041943308,0.13820852,0.0,0.0,-0.06819987,0.08617478,0.20222728825522987,inf,False
CNTN6,0.77251905,0.5606024947046364,0.21979371316306484,0.6137331,0.19566593,0.0,0.0,0.3167522,0.012470528,0.0699286543374243,inf,False
PDE1C,0.3555917,0.943986820428336,0.7396856581532416,1.6103094,1.1923798,0.0,0.0,0.5671094,0.019047694,0.08562464657508337,inf,False
CHL1,-0.709147,0.839491645092963,0.9740913555992141,1.174017,1.762008,0.0,0.0,-0.5088145,0.00020440621,0.015948287902339812,inf,False
EEPD1,0.4117887,0.5544834078606731,0.2849950884086444,0.4699181,0.21960865,0.0,0.0,0.2253801,0.004900445,0.04614750715706853,inf,False
CNTN3,-1.34738,0.4608143092492351,0.8707023575638507,0.4683465,1.3936561,0.0,0.0,-0.8277156,1.2673543e-05,0.008899273971716562,inf,False
AL445123.2,-0.6044278,0.044481054365733116,0.4657416502946955,0.031261686,0.3605554,0.0,0.0,-0.31868488,1.412085e-05,0.008899273971716562,inf,False
AL033504.1,-1.7395533,0.14638738526712167,0.8095530451866405,0.1519151,1.2293679,0.0,0.0,-0.966626,7.3189235e-06,0.008899273971716562,inf,False
SYTL5,1.0620937,0.7538244292774771,0.16736247544204322,0.85170716,0.16487844,0.0,0.0,0.51620626,0.005547832,0.04841393442930347,inf,False
CNKSR2,-0.40250933,0.6848670275358908,0.8176571709233792,0.6481943,0.9250061,0.0,0.0,-0.2501271,0.00035365755,0.017830628289116753,inf,False
AL590550.1,0.2085145,0.10967286420334196,0.01424361493123772,0.094007395,0.009772738,0.0,0.0,0.05555439,0.039795127,0.12879769274919758,inf,False
HRH1,0.4561126,0.4638738526712168,0.1706777996070727,0.3852247,0.13082984,0.0,0.0,0.25458464,0.00018296097,0.015488875446034901,inf,False
MAN1A1,0.9671398,0.9275123558484349,0.6730108055009824,1.508313,0.7933995,0.0,0.0,0.62539244,0.001458007,0.02747446991676508,inf,False
AL078600.1,0.40044835,0.4994116262650035,0.24828094302554027,0.40238154,0.1768699,0.0,0.0,0.21010089,0.0007132301,0.021347974409843182,inf,False
PTCHD1-AS,-0.49384028,0.2932454695222405,0.506262278978389,0.3347456,0.6241881,0.0,0.0,-0.2323993,0.003808461,0.041502790734500465,inf,False
HS3ST5,1.1289039,0.35843727935984937,0.05979862475442043,0.4992832,0.044629306,0.0,0.0,0.29676196,0.06677232,0.1737004144288509,inf,False
PTCHD1,-0.2837568,0.1609790538950341,0.3298133595284872,0.10821648,0.2536769,0.0,0.0,-0.11824863,0.00514548,0.047162722318600386,inf,False
TBC1D32,0.2221242,0.8154859967051071,0.7335461689587426,0.8907805,0.73436785,0.0,0.0,0.09192083,0.052028112,0.14859213161564547,inf,False
ATP2B2,0.30928108,0.9256295598964462,0.8805255402750491,1.2953906,1.0846037,0.0,0.0,0.17132965,0.041598145,0.1320709049151186,inf,False
PTPRM,-0.39082566,0.9602259355142386,0.9754420432220039,1.911588,2.16943,0.0,0.0,-0.3214404,0.043965884,0.13589890815256728,inf,False
ARHGAP28,-0.4563275,0.22711226170863733,0.46340864440078583,0.17681825,0.42077363,0.0,0.0,-0.18372963,0.008452276,0.058572152801308605,inf,False
PKIB,0.16929273,0.28241939279830547,0.149926326129666,0.19417597,0.101025224,0.0,0.0,0.08623127,0.0025935397,0.03464936649098116,inf,False
CLVS2,0.24367636,0.8404330430689574,0.756139489194499,0.99174404,0.812904,0.0,0.0,0.16833743,0.006729531,0.05312442447712792,inf,False
AL096854.1,0.2657867,0.202165215344787,0.06839390962671905,0.17611274,0.05659338,0.0,0.0,0.09090855,0.03958174,0.12836341574370622,inf,False
RSPO3,0.44703478,0.5438926806307366,0.27664538310412573,0.4767612,0.21511658,0.0,0.0,0.26830146,0.0002803144,0.016223909903545768,inf,False
RPS6KA3,-0.2373044,0.6039068016003766,0.699778978388998,0.49914342,0.6480319,0.0,0.0,-0.120621264,0.0019268648,0.03056798094005346,inf,False
AL360015.1,0.10713548,0.11626265003530242,0.046537328094302555,0.08562949,0.034852523,0.0,0.0,0.043324634,0.026343275,0.10188820465327203,inf,False
TTC39C,0.3033581,0.5787244057425277,0.38629666011787817,0.484845,0.29365212,0.0,0.0,0.14027576,0.005188565,0.047162722318600386,inf,False
KLHL32,0.26913425,0.9119792892445281,0.8468811394891945,1.2388978,1.0301962,0.0,0.0,0.11386864,0.07048703,0.17966295429573412,inf,False
ANKRD13A,0.20671585,0.46975759002118145,0.306360510805501,0.3339507,0.20862089,0.0,0.0,0.10056551,0.0012622759,0.02608234405517578,inf,False
GRIK2,-0.3935834,1.0,0.9997544204322201,3.4387724,3.659813,0.0,0.0,-0.16394225,0.0009197851,0.02337953874043056,inf,False
REPS2,0.18874034,0.8950341256766298,0.8495825147347741,1.106892,0.95878637,0.0,0.0,0.10890826,0.0048679165,0.04603075345357259,inf,False
AFF3,-0.23204038,0.9301012002824194,0.9332023575638507,1.3066037,1.4555076,0.0,0.0,-0.069406345,0.064513676,0.1707190906692836,inf,False
HDAC2-AS2,0.35129473,0.28241939279830547,0.10817779960707269,0.23589516,0.073860005,0.0,0.0,0.089232676,0.10892537,0.2338473531533876,inf,False
PRDM1,-0.1881002,0.3704401035537774,0.5090864440078585,0.32106754,0.44576058,0.0,0.0,-0.08140336,0.12262656,0.25132352007113823,inf,False
ABHD3,0.30195454,0.4464579901153213,0.26338408644400785,0.35311216,0.18671693,0.0,0.0,0.17945428,0.0014229291,0.027405277375252016,inf,False
VGLL4,0.272213,0.7959519887032243,0.6829567779960707,0.81498367,0.62348515,0.0,0.0,0.17557785,0.0024743106,0.034022519660718516,inf,False
LDLRAD4,-0.6754247,0.5794304542245234,0.850073673870334,0.68975663,1.2012581,0.0,0.0,-0.35131827,0.002631635,0.034957528393497514,inf,False
ATG7,0.2449983,0.9232760649564603,0.8622298624754421,1.2448208,1.0542383,0.0,0.0,0.17684063,0.008694809,0.05943696096010833,inf,False
REV3L,0.18719287,0.9705813132501765,0.9527259332023575,1.5809855,1.4372829,0.0,0.0,0.0629252,0.16680467,0.30633514290664965,inf,False
LAMA4,-0.12349467,0.05530713108966816,0.14096267190569745,0.042807564,0.10465393,0.0,0.0,-0.07182779,0.028823566,0.10720475994172643,inf,False
MIB1,0.22247595,0.8117204048011297,0.7111984282907662,0.8278352,0.6666775,0.0,0.0,0.15753628,0.00074280676,0.021441221843845667,inf,False
VSTM2L,-0.36753356,0.5460108260767239,0.7118123772102161,0.4468226,0.6825032,0.0,0.0,-0.18775018,0.005126937,0.047162722318600386,inf,False
L3MBTL4,-0.5107607,0.5726053188985644,0.7743123772102161,0.83448565,1.2567947,0.0,0.0,-0.1955562,0.1808489,0.3236393444845401,inf,False
PTPRK,-1.3049825,0.08919745822546482,0.2959233791748527,0.057022177,0.459827,0.0,0.0,-0.36456457,0.00064838486,0.020640986875571248,inf,False
EPB41L3,-0.2931223,0.8176041421510943,0.8493369351669942,0.92384803,1.0984807,0.0,0.0,-0.10183372,0.08985576,0.207221738253456,inf,False
REPS1,0.376068,0.8079548128971523,0.6762033398821218,0.8574083,0.6105857,0.0,0.0,0.18418525,0.009118163,0.06042612824484567,inf,False
LANCL3,0.2895529,0.412332313485526,0.19535854616895873,0.31007662,0.14423864,0.0,0.0,0.13901307,0.0013379508,0.026768455639928315,inf,False
SRGAP3,-0.21174237,0.9508119557542951,0.9596021611001965,1.3940034,1.5411725,0.0,0.0,-0.0943079,0.035046186,0.11942443205952895,inf,False
ADGRG6,0.34257144,0.3363144269239821,0.13764734774066797,0.3079048,0.12853138,0.0,0.0,0.20992789,0.012605329,0.07035875577931318,inf,False
PHACTR2,-0.80842686,0.5205930807248764,0.7508595284872298,0.6017632,1.1327479,0.0,0.0,-0.38493454,0.031137884,0.11192273428835947,inf,False
MAP7,0.30576578,0.8827959519887032,0.8014489194499018,1.1613857,0.92702836,0.0,0.0,0.1322982,0.09851464,0.21964427060301198,inf,False
PLAGL1,-0.3097543,0.5509531654506943,0.6456286836935167,0.5047716,0.68812793,0.0,0.0,-0.101833686,0.26427662,0.41488432072550513,inf,False
AL121578.3,0.5557324,0.49894092727700634,0.09860019646365423,0.39736533,0.07883332,0.0,0.0,0.23869371,0.0054890774,0.0481941865806049,inf,False
GRM1,-1.1875625,0.621322664156272,0.9653732809430255,0.82198936,1.780403,0.0,0.0,-0.83080196,0.00043311104,0.01827678226289295,inf,False
STXBP5-AS1,-1.3295044,0.3450223582019299,0.8244106090373281,0.36062604,1.2548611,0.0,0.0,-0.69565403,0.0004113888,0.018214371777320094,inf,False
TMTC4,-0.22814022,0.18639679924688163,0.3395137524557957,0.12952305,0.25146458,0.0,0.0,-0.07662834,0.05768634,0.1587977919639878,inf,False
STXBP5,-0.30932024,0.9070369498705578,0.9460952848722987,1.1825242,1.4160298,0.0,0.0,-0.17285559,0.00458595,0.0448878349002175,inf,False
SAMD5,-1.967669,0.17251117910096495,0.856213163064833,0.18450758,1.4602193,0.0,0.0,-1.113359,1.7317303e-05,0.00982237458229065,inf,False
UTRN,-0.79074043,0.5660155330666039,0.6924115913555993,0.621653,1.0530635,0.0,0.0,-0.4162325,0.00010830289,0.013915488594456724,inf,False
AP001021.3,-0.22566213,0.15038832666509766,0.281188605108055,0.109056935,0.22046885,0.0,0.0,-0.09147068,0.04537704,0.13833838782942254,inf,False
AL592156.2,0.6713775,0.5493057189927042,0.29764243614931235,0.6334426,0.2761932,0.0,0.0,0.34437448,9.612912e-05,0.013915488594456724,inf,False
AL138828.1,0.2732959,0.30289479877618264,0.16797642436149313,0.2606405,0.13143018,0.0,0.0,0.047283366,0.39511952,0.5432964209830626,inf,False
AL356124.1,-0.26931408,0.0934337491174394,0.25085952848722987,0.06726883,0.1970433,0.0,0.0,-0.12507044,0.00012471338,0.014311828292333163,inf,False
ARHGAP18,-0.2607065,0.1070840197693575,0.27161100196463656,0.07456212,0.20401034,0.0,0.0,-0.12177696,0.00041425493,0.018214371777320094,inf,False
L3MBTL3,-0.11984815,0.041656860437750055,0.12794695481335952,0.025966687,0.083403185,0.0,0.0,-0.05283656,0.0014570657,0.02747446991676508,inf,False
PELI2,-0.134289,0.037185220051776886,0.11235265225933203,0.023885366,0.083295986,0.0,0.0,-0.062128913,0.00018085683,0.015488875446034901,inf,False
AL133346.1,-0.31581256,0.03036008472581784,0.14255893909626718,0.026603451,0.14831418,0.0,0.0,-0.12613449,0.0040929522,0.042964688282559914,inf,False
MOXD1,-0.5909871,0.085667215815486,0.4144155206286837,0.06626269,0.36817515,0.0,0.0,-0.27335483,2.01172e-05,0.01006554439663887,inf,False
TMEM47,-0.29930556,0.29465756648623204,0.4681974459724951,0.19600831,0.36151415,0.0,0.0,-0.1568256,0.0007739253,0.02174124070155768,inf,False
STX7,-0.22947876,0.6003765591903978,0.6860265225933202,0.4801103,0.6206604,0.0,0.0,-0.1282231,0.00017802375,0.015488875446034901,inf,False
TOX2,0.54183775,0.8004236290891975,0.4090127701375246,0.84136784,0.42002508,0.0,0.0,0.40076894,0.00085179193,0.022576465784946334,inf,False
EYA4,0.7018767,0.32031066133207814,0.05783398821218075,0.37282458,0.059689444,0.0,0.0,0.20885488,0.034794018,0.1189820034953756,inf,False
TMEM200C,-0.20374398,0.1715697811249706,0.30955304518664045,0.118872955,0.22731715,0.0,0.0,-0.07333351,0.09274134,0.21129900366696375,inf,False
AHI1,0.22453196,0.9962344080960226,0.9910363457760314,2.2606223,2.0935893,0.0,0.0,0.061149217,0.4197085,0.5645213824808809,inf,False
DMD,0.58038276,0.9995293010120028,0.9555500982318271,2.956956,2.3306885,0.0,0.0,0.6043029,0.00023654687,0.016120565259778823,inf,False
PDE7B,0.91167283,0.5999058602024006,0.35854616895874264,0.9918899,0.48318943,0.0,0.0,0.36447483,0.056881938,0.15709963374151809,inf,False
PTPRT,-0.57924086,0.5161214403389033,0.894032416502947,1.3460261,2.2371626,0.0,0.0,-1.2021594,0.018111592,0.08332216459275839,inf,False
MCC,0.42753625,0.40880207107554717,0.1505402750491159,0.3697162,0.1328865,0.0,0.0,0.15335189,0.024155105,0.09720308724004523,inf,False
EPB41L4A,-1.0657225,0.10331842786538009,0.4398330058939096,0.074390635,0.55713475,0.0,0.0,-0.4513511,0.00041371054,0.018214371777320094,inf,False
CAMK4,0.3973592,0.5318898564368086,0.42387033398821217,0.5980556,0.38991156,0.0,0.0,0.112687305,0.23648775,0.38495007045711366,inf,False
PLCB4,-0.6534926,0.37655919039774066,0.6430500982318271,0.29960164,0.6747886,0.0,0.0,-0.33459544,0.00011595118,0.013915488594456724,inf,False
PCDH7,0.26067853,0.8491409743469052,0.7978880157170923,2.0416038,1.6938032,0.0,0.0,0.1082865,0.6787486,0.7801274626272667,inf,False
SEL1L3,-0.55139136,0.2899505766062603,0.5363457760314342,0.24313666,0.5453805,0.0,0.0,-0.23936148,8.766252e-05,0.013915488594456724,inf,False
FLT1,-0.14771777,0.04000941397975994,0.1193516699410609,0.02599635,0.09103217,0.0,0.0,-0.058185197,0.007553329,0.055495444974751056,inf,False
SLIT2,-1.9844276,0.22499411626265003,0.699656188605108,0.27195603,1.3166182,0.0,0.0,-1.06551,5.1631112e-05,0.011953128843891377,inf,False
SLC5A4-AS1,-0.26763868,0.17109908213697342,0.2863457760314342,0.13728914,0.2595391,0.0,0.0,-0.06264635,0.07111606,0.1805192661861574,inf,False
PLCB1,0.053334806,0.9992939515180043,0.9985265225933202,2.9703865,2.8258717,0.0,0.0,0.12676048,0.08516199,0.20093128883501457,inf,False
KCNF1,-0.18094389,0.12120498940927277,0.25221021611001965,0.07505702,0.16881084,0.0,0.0,-0.09545921,0.005570063,0.04845613058359345,inf,False
TAPT1-AS1,0.3022232,0.7893622028712638,0.6839390962671905,0.8657138,0.66033095,0.0,0.0,0.16088727,0.001063348,0.02434873006430017,inf,False
PROM1,0.45601583,0.35396563897387623,0.16994106090373282,0.36721376,0.1483429,0.0,0.0,0.22856697,0.0077950126,0.05636152117003618,inf,False
KIAA1671,0.17210487,0.4177453518474935,0.29273084479371314,0.30133477,0.20015167,0.0,0.0,0.071569145,0.048073772,0.1425818110447304,inf,False
GREB1,-0.3601389,0.4789362202871264,0.6666257367387033,0.3878399,0.6149487,0.0,0.0,-0.24056692,0.0011184538,0.025025128847983698,inf,False
AFAP1,-0.29878345,0.69333960931984,0.7714882121807466,0.62748647,0.81273633,0.0,0.0,-0.16232593,0.0061773686,0.051097491739790224,inf,False
FLT3,-0.353193,0.6627441751000235,0.7765225933202358,0.6001136,0.8330595,0.0,0.0,-0.19290103,0.0035369769,0.0400760377614683,inf,False
SORCS2,-0.41489086,0.19534008001882797,0.41895874263261296,0.13718417,0.35252872,0.0,0.0,-0.19658732,0.0045303334,0.044736058477936984,inf,False
STK32B,0.608843,0.4142151094375147,0.22384577603143418,0.499475,0.20981103,0.0,0.0,0.13271603,0.2688054,0.4196708798900702,inf,False
RGS12,-0.20177919,0.28241939279830547,0.40655697445972494,0.18533087,0.29389587,0.0,0.0,-0.08068621,0.0044602677,0.044736058477936984,inf,False
KLHL29,-0.45115787,0.6017886561543893,0.705672888015717,0.5454248,0.7801409,0.0,0.0,-0.1754244,0.00015915495,0.015066165924072266,inf,False
SST,0.18046403,0.9416333254883502,0.8474950884086444,1.7116854,1.4582927,0.0,0.0,0.09043014,0.102617286,0.2249884913222966,inf,True
BCL6,-0.12918407,0.04848199576370911,0.14206777996070727,0.02727648,0.09006111,0.0,0.0,-0.057822477,0.00064740796,0.020640986875571248,inf,False
LPP,-0.5083825,0.4302188750294187,0.6004420432220039,0.37219,0.6514804,0.0,0.0,-0.25665498,6.608515e-06,0.008899273971716562,inf,False
P3H2,-0.2572131,0.27135796658037187,0.4029960707269155,0.20035878,0.3365475,0.0,0.0,-0.13047785,0.002385384,0.033496870817961516,inf,False
ARHGEF3,0.4447351,0.5594257472346434,0.3786836935166994,0.5242027,0.28268582,0.0,0.0,0.1680207,0.033227865,0.11600470440204327,inf,False
MBOAT2,-0.25407913,0.5839020946104966,0.6863948919449901,0.49811554,0.65973157,0.0,0.0,-0.14997259,0.0011812682,0.025379368753144234,inf,False
DLG1,-0.35458058,0.7420569545775476,0.8285854616895875,0.7255788,0.9629054,0.0,0.0,-0.19801626,0.0021421837,0.03153523262300639,inf,False
PCDH9,0.84621614,0.9461049658743234,0.8095530451866405,2.7015073,1.802536,0.0,0.0,1.0990698,3.4436077e-06,0.008899273971716562,inf,False
AC079148.3,0.11847665,0.11791009649329254,0.033767190569744594,0.081087805,0.023699963,0.0,0.0,0.04144533,0.0132084945,0.0714194848388788,inf,False
KCNS3,0.41006285,0.34549305718992707,0.10719548133595284,0.29346958,0.08455946,0.0,0.0,0.15116033,0.016379884,0.07974824045860716,inf,False
NPAS1,-0.67538583,0.26429748176041423,0.6358055009823183,0.18802573,0.5862998,0.0,0.0,-0.36172754,0.0004477104,0.018358289119568973,inf,False
PNMA8B,-0.13019411,0.08401976935749589,0.1856581532416503,0.05212047,0.11842597,0.0,0.0,-0.05239161,0.04309568,0.1343069810133714,inf,False
CACNA2D3,-0.32407084,0.9461049658743234,0.9608300589390962,2.3863814,2.6600873,0.0,0.0,-0.13003525,0.08993113,0.20735340893753176,inf,False
ERC2,0.33358288,0.967992468816192,0.9306237721021611,1.7065369,1.4416884,0.0,0.0,0.30927938,1.0837811e-05,0.008899273971716562,inf,False
KLF3-AS1,0.64656013,0.6700400094139798,0.3710707269155206,0.71741676,0.3185774,0.0,0.0,0.3125716,0.0028251407,0.03606269819319515,inf,False
KLF3,0.22533955,0.3831489762297011,0.19793713163064833,0.26155883,0.1314797,0.0,0.0,0.09931396,0.0040885876,0.042964688282559914,inf,False
